group,num_ants,alpha,beta,evaporation_rate,q_percentage,iterations,fitness
100x100,200,1.5,3.0,0.7,0.1,100,10024.393940588521
100x100,200,1.5,3.0,0.7,0.1,50,10135.62416842848
100x100,200,1.5,3.0,0.3,0.2,100,13113.425081222871
100x100,200,1.5,3.0,0.3,0.2,50,13899.667000452953
100x100,200,1.5,3.0,0.3,0.1,100,13880.700031112385
100x100,200,1.5,3.0,0.3,0.1,50,14316.928143268873
100x100,50,0.5,1.0,0.7,0.1,50,7254.568292909641
100x100,200,1.5,1.0,0.7,0.2,100,7042.741422167562
100x100,200,1.5,1.0,0.7,0.1,100,7732.064617896922
100x100,200,1.5,1.0,0.7,0.1,50,7011.772593637976
100x100,200,1.5,1.0,0.3,0.2,100,10705.428245887608
100x100,200,1.5,1.0,0.3,0.2,50,9481.686636077233
100x100,200,1.5,1.0,0.3,0.1,100,9407.771132480208
100x100,200,1.5,1.0,0.3,0.1,50,10630.721334708873
100x100,200,0.5,3.0,0.7,0.2,100,14429.232586842754
100x100,200,0.5,3.0,0.7,0.2,50,13623.258438096676
100x100,200,0.5,3.0,0.7,0.1,100,13390.360138670316
100x100,200,0.5,3.0,0.7,0.1,50,13022.48042919577
100x100,200,0.5,3.0,0.3,0.2,100,14239.301641649081
100x100,200,0.5,3.0,0.3,0.2,50,13590.323268544766
100x100,200,1.5,1.0,0.7,0.2,50,6190.546099243561
100x100,100,0.5,1.0,0.3,0.2,100,9813.12237200601
100x100,50,0.5,1.0,0.7,0.1,100,6351.436868398416
100x100,50,0.5,1.0,0.7,0.2,100,6314.352655090528
100x100,100,0.5,1.0,0.3,0.1,100,8271.231415505192
100x100,100,0.5,1.0,0.3,0.1,50,8584.99727390446
100x100,50,1.5,3.0,0.7,0.2,100,10671.857903141976
100x100,50,1.5,3.0,0.7,0.2,50,8598.070551943261
100x100,50,1.5,3.0,0.7,0.1,100,8847.355169155511
100x100,50,1.5,3.0,0.7,0.1,50,9052.687037542433
100x100,50,1.5,3.0,0.3,0.2,100,12317.014444463353
100x100,50,1.5,3.0,0.3,0.2,50,11377.731243415623
100x100,50,1.5,3.0,0.3,0.1,100,11415.072682830621
100x100,50,1.5,3.0,0.3,0.1,50,11741.317864550863
100x100,50,1.5,1.0,0.7,0.2,100,5180.2795368515435
100x100,50,1.5,1.0,0.7,0.2,50,5199.21040917487
100x100,50,0.5,1.0,0.7,0.2,50,7931.758325142942
100x100,50,1.5,1.0,0.7,0.1,100,5428.318625965542
100x100,50,1.5,1.0,0.3,0.2,100,6711.416551920103
100x100,50,1.5,1.0,0.3,0.2,50,7666.098417428706
100x100,50,1.5,1.0,0.3,0.1,100,6814.103279939147
100x100,50,1.5,1.0,0.3,0.1,50,6929.100927378584
100x100,50,0.5,3.0,0.7,0.2,100,11805.693083045784
100x100,50,0.5,3.0,0.7,0.2,50,12601.301906067929
100x100,50,0.5,3.0,0.7,0.1,100,10653.226910245368
100x100,50,0.5,3.0,0.7,0.1,50,11341.155022966852
100x100,50,0.5,3.0,0.3,0.2,100,12190.172147055591
100x100,50,0.5,3.0,0.3,0.2,50,12591.417115195112
100x100,50,0.5,3.0,0.3,0.1,100,15371.169616574343
100x100,50,0.5,3.0,0.3,0.1,50,14604.101803330794
100x100,50,1.5,1.0,0.7,0.1,50,5060.624925520719
100x100,100,1.5,1.0,0.3,0.1,50,6901.628298923673
100x100,200,1.5,3.0,0.7,0.2,50,10022.189652567125
100x100,100,0.5,3.0,0.7,0.2,50,11671.727262794087
100x100,200,1.5,1.0,0.7,0.2,50,8404.084727386442
100x100,200,1.5,1.0,0.7,0.1,100,7078.958628397156
100x100,200,1.5,1.0,0.7,0.1,50,7244.011162554668
100x100,200,1.5,1.0,0.3,0.2,100,9213.501288981914
100x100,200,1.5,1.0,0.3,0.2,50,8373.728616961587
100x100,200,1.5,1.0,0.3,0.1,100,9291.894884693249
100x100,200,1.5,1.0,0.3,0.1,50,10765.166000430198
100x100,200,0.5,3.0,0.7,0.2,100,13454.633493947676
100x100,200,0.5,3.0,0.7,0.2,50,13127.593433885033
100x100,200,0.5,3.0,0.7,0.1,100,13266.110823322842
100x100,200,0.5,3.0,0.7,0.1,50,14013.075092674475
100x100,200,0.5,3.0,0.3,0.2,100,13711.416862858223
100x100,200,1.5,1.0,0.7,0.2,100,7862.45630872194
100x100,200,0.5,3.0,0.3,0.2,50,12983.941301139466
100x100,200,0.5,3.0,0.3,0.1,50,13315.109320782936
100x100,200,0.5,1.0,0.7,0.2,100,9978.393498281017
100x100,200,0.5,1.0,0.7,0.2,50,8203.38715392336
100x100,200,0.5,1.0,0.7,0.1,100,10127.667206808244
100x100,200,0.5,1.0,0.7,0.1,50,9577.00050714093
100x100,200,0.5,1.0,0.3,0.2,100,10018.845132207964
100x100,200,0.5,1.0,0.3,0.2,50,9871.712411187387
100x100,200,0.5,1.0,0.3,0.1,100,9883.881440152856
100x100,200,0.5,1.0,0.3,0.1,50,8184.764384801502
100x100,100,1.5,3.0,0.7,0.2,100,10926.776817734328
100x100,100,1.5,3.0,0.7,0.2,50,11351.296078498406
100x100,100,1.5,3.0,0.7,0.1,100,9846.83640826927
100x100,200,0.5,3.0,0.3,0.1,100,13884.576289620063
100x100,100,1.5,3.0,0.7,0.1,50,10014.416742771291
100x100,200,1.5,3.0,0.3,0.1,50,13498.50771648327
100x100,200,1.5,3.0,0.3,0.2,50,12900.401185939776
100x100,50,1.5,1.0,0.7,0.1,50,9222.260104226181
100x100,50,1.5,1.0,0.3,0.2,100,11537.301299849112
100x100,50,1.5,1.0,0.3,0.2,50,11523.185217722754
100x100,50,1.5,1.0,0.3,0.1,100,10025.086779041656
100x100,50,1.5,1.0,0.3,0.1,50,11457.185358197861
100x100,50,0.5,3.0,0.7,0.2,100,16562.37441494429
100x100,50,0.5,3.0,0.7,0.2,50,15436.94579810551
100x100,50,0.5,3.0,0.7,0.1,100,15296.799277584878
100x100,50,0.5,3.0,0.7,0.1,50,15644.079046422585
100x100,50,0.5,3.0,0.3,0.2,100,17121.302070122085
100x100,50,0.5,3.0,0.3,0.2,50,17106.693269519732
100x100,50,0.5,3.0,0.3,0.1,100,16338.253217040936
100x100,200,1.5,3.0,0.3,0.1,100,13446.262614070438
100x100,50,0.5,3.0,0.3,0.1,50,16451.555312936864
100x100,50,0.5,1.0,0.7,0.2,50,11427.202452319221
100x100,50,0.5,1.0,0.7,0.1,100,10580.919146419092
100x100,50,0.5,1.0,0.7,0.1,50,10066.889688977171
100x100,50,0.5,1.0,0.3,0.2,100,12164.83497264876
100x100,50,0.5,1.0,0.3,0.2,50,12715.221938571478
100x100,50,0.5,1.0,0.3,0.1,100,11950.196887306489
100x100,50,0.5,1.0,0.3,0.1,50,11437.410693781456
100x100,200,1.5,3.0,0.7,0.2,100,10553.115990369828
100x100,200,1.5,3.0,0.7,0.2,50,11110.35321105544
100x100,200,1.5,3.0,0.7,0.1,100,11787.014324953008
100x100,200,1.5,3.0,0.7,0.1,50,11109.300872132804
100x100,200,1.5,3.0,0.3,0.2,100,12881.495630759597
100x100,50,0.5,1.0,0.7,0.2,100,11640.735749730922
100x100,100,1.5,3.0,0.3,0.2,100,13675.175398737376
100x100,100,1.5,3.0,0.3,0.2,50,13478.289666981686
100x100,100,1.5,3.0,0.3,0.1,100,12075.891087264405
100x100,50,1.5,3.0,0.3,0.1,100,12126.838633654772
100x100,50,1.5,3.0,0.3,0.1,50,12142.590298032697
100x100,50,1.5,1.0,0.7,0.2,100,7127.042134436741
100x100,50,1.5,1.0,0.7,0.2,50,7482.787925959741
100x100,50,1.5,1.0,0.7,0.1,100,8607.635380484366
100x100,50,1.5,1.0,0.7,0.1,50,6551.172293859814
100x100,50,1.5,1.0,0.3,0.2,100,7776.901888729825
100x100,50,1.5,1.0,0.3,0.2,50,8201.56435233066
100x100,50,1.5,1.0,0.3,0.1,100,7642.423915974703
100x100,50,1.5,1.0,0.3,0.1,50,8401.843670337856
100x100,50,0.5,3.0,0.7,0.2,100,12424.281386625742
100x100,50,0.5,3.0,0.7,0.2,50,12045.575276664214
100x100,50,1.5,3.0,0.3,0.2,50,11203.054482859636
100x100,50,0.5,3.0,0.7,0.1,100,12437.054540255263
100x100,50,0.5,3.0,0.3,0.2,100,12644.045688431692
100x100,50,0.5,3.0,0.3,0.2,50,13880.98694648387
100x100,50,0.5,3.0,0.3,0.1,100,12719.353684287642
100x100,50,0.5,3.0,0.3,0.1,50,13251.117397242717
100x100,50,0.5,1.0,0.7,0.2,100,9374.421149923584
100x100,50,0.5,1.0,0.7,0.2,50,6960.756337308474
100x100,50,0.5,1.0,0.7,0.1,100,8265.793493538067
100x100,50,0.5,1.0,0.7,0.1,50,11125.906188492994
100x100,50,0.5,1.0,0.3,0.2,100,9098.253981849271
100x100,50,0.5,1.0,0.3,0.2,50,8943.295098252802
100x100,50,0.5,1.0,0.3,0.1,100,8635.996095826467
100x100,100,0.5,3.0,0.7,0.2,100,11351.931486465239
100x100,50,0.5,3.0,0.7,0.1,50,11890.805412592585
100x100,50,1.5,3.0,0.3,0.2,100,11335.473214396385
100x100,50,1.5,3.0,0.7,0.1,50,9845.594068222937
100x100,50,1.5,3.0,0.7,0.1,100,9728.24947798728
100x100,100,1.5,3.0,0.3,0.1,50,11697.110640809842
100x100,100,1.5,1.0,0.7,0.2,100,6649.469697558586
100x100,100,1.5,1.0,0.7,0.2,50,8188.231133534367
100x100,100,1.5,1.0,0.7,0.1,100,6652.375352520261
100x100,100,1.5,1.0,0.7,0.1,50,7508.887199835325
100x100,100,1.5,1.0,0.3,0.2,100,8965.024803892706
100x100,100,1.5,1.0,0.3,0.2,50,7919.045669426894
100x100,100,1.5,1.0,0.3,0.1,100,8357.824279949662
100x100,100,1.5,1.0,0.3,0.1,50,8783.321423095735
100x100,100,0.5,3.0,0.7,0.2,100,11627.747379425122
100x100,100,0.5,3.0,0.7,0.2,50,12144.115138532909
100x100,100,0.5,3.0,0.7,0.1,100,11594.1178214727
100x100,100,0.5,3.0,0.7,0.1,50,13107.429672446036
100x100,100,0.5,3.0,0.3,0.2,100,12796.582353549224
100x100,100,0.5,3.0,0.3,0.2,50,13019.249491915258
100x100,100,0.5,3.0,0.3,0.1,100,14111.205548582715
100x100,100,0.5,3.0,0.3,0.1,50,13045.673073655627
100x100,100,0.5,1.0,0.7,0.2,100,8313.384755836305
100x100,100,0.5,1.0,0.7,0.2,50,8862.826301742754
100x100,100,0.5,1.0,0.7,0.1,100,7701.358661907547
100x100,100,0.5,1.0,0.7,0.1,50,9262.668144652409
100x100,100,0.5,1.0,0.3,0.2,100,8591.534856248403
100x100,100,0.5,1.0,0.3,0.2,50,9586.19237788266
100x100,100,0.5,1.0,0.3,0.1,100,11455.084820573426
100x100,100,0.5,1.0,0.3,0.1,50,12752.962816544767
100x100,50,1.5,3.0,0.7,0.2,100,10228.803747478618
100x100,50,1.5,3.0,0.7,0.2,50,9713.395449874602
100x100,50,1.5,1.0,0.7,0.1,100,8399.557050891026
100x100,50,1.5,1.0,0.7,0.2,50,9163.21286171019
100x100,50,0.5,1.0,0.3,0.1,50,8782.288177859455
100x100,50,1.5,3.0,0.3,0.1,50,15264.577867770338
100x100,50,1.5,1.0,0.3,0.1,50,6000.4102302681795
100x100,50,0.5,3.0,0.7,0.2,50,9754.171992873402
100x100,50,0.5,3.0,0.7,0.1,100,9889.914239414167
100x100,50,0.5,3.0,0.7,0.1,50,11050.578551177216
100x100,50,0.5,3.0,0.3,0.2,100,10847.362815149903
100x100,50,0.5,3.0,0.3,0.2,50,10923.797157019293
100x100,50,0.5,3.0,0.3,0.1,100,10566.569151887186
100x100,50,0.5,3.0,0.3,0.1,50,10397.933171036322
100x100,50,0.5,1.0,0.7,0.2,100,5819.147841998187
100x100,50,0.5,1.0,0.7,0.2,50,5367.924747581743
100x100,50,0.5,1.0,0.7,0.1,100,5700.614246367635
100x100,50,0.5,1.0,0.7,0.1,50,5521.884466797518
100x100,50,1.5,1.0,0.3,0.1,100,5884.770211429404
100x100,50,0.5,1.0,0.3,0.2,100,6331.430014414216
100x100,50,0.5,1.0,0.3,0.1,100,7619.380196804388
100x100,50,0.5,1.0,0.3,0.1,50,7979.439824016377
100x100,200,1.5,3.0,0.7,0.2,100,12920.861103517052
100x100,200,1.5,3.0,0.7,0.2,50,12945.650535364057
100x100,200,1.5,3.0,0.7,0.1,100,13927.64604739334
100x100,200,1.5,3.0,0.7,0.1,50,14418.257871348973
100x100,200,1.5,3.0,0.3,0.2,100,16741.068246958515
100x100,200,1.5,3.0,0.3,0.2,50,18052.210066257707
100x100,200,1.5,3.0,0.3,0.1,100,16440.00002472785
100x100,200,1.5,3.0,0.3,0.1,50,17028.556642792904
100x100,200,1.5,1.0,0.7,0.2,100,10081.057445955448
100x100,200,1.5,1.0,0.7,0.2,50,10233.931635230903
100x100,50,0.5,1.0,0.3,0.2,50,7556.199592428925
100x100,200,1.5,1.0,0.7,0.1,100,10271.54599765504
100x100,50,1.5,1.0,0.3,0.2,50,6140.061656705922
100x100,50,1.5,1.0,0.7,0.1,50,5263.405696018406
100x100,50,1.5,1.0,0.7,0.2,100,8975.56271677394
100x100,100,0.5,3.0,0.7,0.1,100,11515.59490761317
100x100,100,0.5,3.0,0.7,0.1,50,12332.18675647625
100x100,100,0.5,3.0,0.3,0.2,100,12012.490491905333
100x100,100,0.5,3.0,0.3,0.2,50,10466.056686706757
100x100,100,0.5,3.0,0.3,0.1,100,12092.145094984235
100x100,100,0.5,3.0,0.3,0.1,50,11636.971610974739
100x100,100,0.5,1.0,0.7,0.2,100,6757.562517665369
100x100,100,0.5,1.0,0.7,0.2,50,5715.929434339736
100x100,100,0.5,1.0,0.7,0.1,100,6071.247008055199
100x100,100,0.5,1.0,0.7,0.1,50,7694.328364072651
100x100,100,0.5,1.0,0.3,0.2,100,7861.830938031948
100x100,50,1.5,1.0,0.3,0.2,100,7264.057408747133
100x100,100,0.5,1.0,0.3,0.2,50,8030.015776565115
100x100,100,0.5,1.0,0.3,0.1,50,7715.664539588573
100x100,50,1.5,3.0,0.7,0.2,100,9732.380638889543
100x100,50,1.5,3.0,0.7,0.2,50,8791.077050774982
100x100,50,1.5,3.0,0.7,0.1,100,9339.538048392138
100x100,50,1.5,3.0,0.7,0.1,50,8864.170872582914
100x100,50,1.5,3.0,0.3,0.2,100,10801.387303446721
100x100,50,1.5,3.0,0.3,0.2,50,10962.431217102318
100x100,50,1.5,3.0,0.3,0.1,100,10428.236622093915
100x100,50,1.5,3.0,0.3,0.1,50,10864.002646658095
100x100,50,1.5,1.0,0.7,0.2,100,4913.412513667576
100x100,50,1.5,1.0,0.7,0.2,50,5446.506674706004
100x100,50,1.5,1.0,0.7,0.1,100,6373.610647541465
100x100,100,0.5,1.0,0.3,0.1,100,7847.375433650381
100x100,200,1.5,1.0,0.7,0.1,50,10221.433641171687
100x100,50,0.5,3.0,0.7,0.2,100,11227.738948410944
100x100,200,1.5,1.0,0.3,0.2,50,12838.099503857573
100x100,100,1.5,1.0,0.3,0.2,100,12501.38866678754
100x100,100,1.5,1.0,0.3,0.2,50,11577.762059672466
100x100,100,1.5,1.0,0.3,0.1,100,12307.308765682214
100x100,100,1.5,1.0,0.3,0.1,50,10413.849622570031
100x100,100,0.5,3.0,0.7,0.2,100,15692.708252747037
100x100,100,0.5,3.0,0.7,0.2,50,16631.194545283244
100x100,100,0.5,3.0,0.7,0.1,100,16803.765916045264
100x100,100,0.5,3.0,0.7,0.1,50,16410.848566533823
100x100,100,0.5,3.0,0.3,0.2,100,17467.81454260512
100x100,100,0.5,3.0,0.3,0.2,50,16169.93860683109
100x100,100,0.5,3.0,0.3,0.1,100,16470.162393269653
