group,num_ants,alpha,beta,evaporation_rate,q_percentage,iterations,fitness
100x300,50,0.5,3.0,0.7,0.1,50,41674.77276560501
100x300,50,0.5,3.0,0.3,0.2,100,43463.64175018283
100x300,50,0.5,3.0,0.3,0.2,50,41436.514222947866
100x300,50,1.5,1.0,0.7,0.2,50,30739.99261397422
100x300,100,1.5,1.0,0.3,0.2,50,39683.51796094796
100x300,100,1.5,1.0,0.3,0.1,100,37317.047181220674
100x300,100,1.5,1.0,0.3,0.1,50,38258.13219768208
100x300,200,1.5,1.0,0.7,0.2,100,31125.120015789307
100x300,200,1.5,1.0,0.7,0.2,50,31009.492958517978
100x300,200,1.5,1.0,0.7,0.1,100,31034.54422366846
100x300,200,1.5,1.0,0.7,0.1,50,31850.169085248257
100x300,200,1.5,1.0,0.3,0.2,100,35837.227329158784
100x300,200,1.5,1.0,0.3,0.2,50,36243.320871663294
100x300,200,1.5,1.0,0.3,0.1,100,36872.496022054336
100x300,200,1.5,1.0,0.3,0.1,50,36476.30296653624
100x300,200,0.5,3.0,0.7,0.2,100,40170.2704654407
100x300,200,0.5,3.0,0.7,0.2,50,40868.509287219684
100x300,200,0.5,3.0,0.7,0.1,100,39624.29021347548
100x300,200,0.5,3.0,0.7,0.1,50,43292.74405907014
100x300,200,1.5,3.0,0.3,0.1,50,41934.97903791156
100x300,200,0.5,3.0,0.3,0.2,100,44181.65896746741
100x300,200,0.5,3.0,0.3,0.1,100,41269.7752876601
100x300,200,0.5,3.0,0.3,0.1,50,42613.97091446015
100x300,200,0.5,1.0,0.7,0.2,100,35037.24568749603
100x300,200,0.5,1.0,0.7,0.2,50,38186.53432628572
100x300,200,0.5,1.0,0.7,0.1,100,35291.31550119582
100x300,200,0.5,1.0,0.7,0.1,50,36261.463357859015
100x300,200,0.5,1.0,0.3,0.2,100,36742.62300606418
100x300,200,0.5,1.0,0.3,0.2,50,36318.803242215174
100x300,200,0.5,1.0,0.3,0.1,100,38150.08578677753
100x300,200,0.5,1.0,0.3,0.1,50,38607.373853770034
100x300,100,1.5,3.0,0.7,0.2,100,35306.46656652175
100x300,100,1.5,3.0,0.7,0.2,50,35482.88775534261
100x300,200,0.5,3.0,0.3,0.2,50,41953.432896030354
100x300,100,1.5,3.0,0.7,0.1,100,35336.62322777207
100x300,200,1.5,3.0,0.3,0.1,100,40888.861547821805
100x300,200,1.5,3.0,0.3,0.2,100,42981.37449797671
100x300,50,1.5,1.0,0.7,0.1,100,36614.87698356875
100x300,50,1.5,1.0,0.7,0.1,50,36331.537682966475
100x300,50,1.5,1.0,0.3,0.2,100,36916.57434854793
100x300,50,1.5,1.0,0.3,0.2,50,36955.04131589277
100x300,50,1.5,1.0,0.3,0.1,100,36733.96604596845
100x300,50,1.5,1.0,0.3,0.1,50,37010.00025148245
100x300,50,0.5,3.0,0.7,0.2,100,40239.29591510137
100x300,50,0.5,3.0,0.7,0.2,50,40280.44190303356
100x300,50,0.5,3.0,0.7,0.1,100,40128.761996605324
100x300,50,0.5,3.0,0.7,0.1,50,41100.696703600515
100x300,50,0.5,3.0,0.3,0.2,100,42615.11033808607
100x300,50,0.5,3.0,0.3,0.2,50,42881.10041849967
100x300,200,1.5,3.0,0.3,0.2,50,40486.447281212764
100x300,50,0.5,3.0,0.3,0.1,100,41248.74446778314
100x300,50,0.5,1.0,0.7,0.2,100,35870.72615794634
100x300,50,0.5,1.0,0.7,0.2,50,37409.375650289454
100x300,50,0.5,1.0,0.7,0.1,100,37100.32243451552
100x300,50,0.5,1.0,0.7,0.1,50,36843.78267881169
100x300,50,0.5,1.0,0.3,0.2,100,39233.55066097643
100x300,50,0.5,1.0,0.3,0.2,50,37424.39692172912
100x300,50,0.5,1.0,0.3,0.1,100,37499.68085940999
100x300,50,0.5,1.0,0.3,0.1,50,38367.41941804194
100x300,200,1.5,3.0,0.7,0.2,100,35713.662151832
100x300,200,1.5,3.0,0.7,0.2,50,35383.092792391915
100x300,200,1.5,3.0,0.7,0.1,100,35383.85693878658
100x300,200,1.5,3.0,0.7,0.1,50,35455.857373834675
100x300,50,0.5,3.0,0.3,0.1,50,41871.76828570176
100x300,50,1.5,1.0,0.7,0.2,50,36272.93222413183
100x300,100,1.5,3.0,0.7,0.1,50,35563.53262819619
100x300,100,1.5,3.0,0.3,0.2,50,43761.50289468211
100x300,50,1.5,3.0,0.3,0.2,100,41925.566760798945
100x300,50,1.5,3.0,0.3,0.2,50,41400.06378474665
100x300,50,1.5,3.0,0.3,0.1,100,39847.888585141256
100x300,50,1.5,3.0,0.3,0.1,50,40546.36179677073
100x300,50,1.5,1.0,0.7,0.2,100,30906.02279640364
100x300,50,1.5,1.0,0.7,0.2,50,31133.678050563813
100x300,50,1.5,1.0,0.7,0.1,100,31082.739017446962
100x300,50,1.5,1.0,0.7,0.1,50,30848.967360810464
100x300,50,1.5,1.0,0.3,0.2,100,35306.40618254743
100x300,50,1.5,1.0,0.3,0.2,50,34725.937427204946
100x300,50,1.5,1.0,0.3,0.1,100,37071.582405358364
100x300,50,1.5,1.0,0.3,0.1,50,33774.98899788094
100x300,50,1.5,3.0,0.7,0.1,50,35278.87838652701
100x300,50,0.5,3.0,0.7,0.2,100,39884.13053182632
100x300,50,0.5,3.0,0.7,0.1,100,41981.01267724632
100x300,50,0.5,3.0,0.7,0.1,50,39137.308305858955
100x300,50,0.5,3.0,0.3,0.2,100,40627.55708079498
100x300,50,0.5,3.0,0.3,0.2,50,39959.13375457724
100x300,50,0.5,3.0,0.3,0.1,100,40814.11609970066
100x300,50,0.5,3.0,0.3,0.1,50,41582.59870909218
100x300,50,0.5,1.0,0.7,0.2,100,34498.32024318598
100x300,50,0.5,1.0,0.7,0.2,50,34999.794131090304
100x300,50,0.5,1.0,0.7,0.1,100,34604.78833385623
100x300,50,0.5,1.0,0.7,0.1,50,34888.830679746185
100x300,50,0.5,1.0,0.3,0.2,100,36363.13540324169
100x300,50,0.5,1.0,0.3,0.2,50,35678.18514551533
100x300,50,0.5,3.0,0.7,0.2,50,41712.25171920667
100x300,100,1.5,3.0,0.3,0.2,100,41366.643102421
100x300,50,1.5,3.0,0.7,0.1,100,35027.94361792422
100x300,50,1.5,3.0,0.7,0.2,100,35337.74527607383
100x300,100,1.5,3.0,0.3,0.1,100,39533.19836465726
100x300,100,1.5,3.0,0.3,0.1,50,41771.24619761139
100x300,100,1.5,1.0,0.7,0.2,100,30931.789982962444
100x300,100,1.5,1.0,0.7,0.2,50,31371.400814081684
100x300,100,1.5,1.0,0.7,0.1,100,31137.880823143016
100x300,100,1.5,1.0,0.7,0.1,50,31637.095769251107
100x300,100,1.5,1.0,0.3,0.2,100,34922.048462919236
100x300,100,1.5,1.0,0.3,0.2,50,36564.72312108972
100x300,100,1.5,1.0,0.3,0.1,100,36462.50577547934
100x300,100,1.5,1.0,0.3,0.1,50,36562.3046475879
100x300,100,0.5,3.0,0.7,0.2,100,39050.11310094243
100x300,100,0.5,3.0,0.7,0.2,50,41539.679259644385
100x300,50,1.5,3.0,0.7,0.2,50,35289.05138422359
100x300,100,0.5,3.0,0.7,0.1,100,39184.2678177317
100x300,100,0.5,3.0,0.3,0.2,100,40899.63170976543
100x300,100,0.5,3.0,0.3,0.2,50,42257.53846675475
100x300,100,0.5,3.0,0.3,0.1,100,41717.294847250436
100x300,100,0.5,3.0,0.3,0.1,50,41428.96432562521
100x300,100,0.5,1.0,0.7,0.2,100,36596.29605340952
100x300,100,0.5,1.0,0.7,0.2,50,37337.13558354983
100x300,100,0.5,1.0,0.7,0.1,100,38269.83464753526
100x300,100,0.5,1.0,0.7,0.1,50,34112.88910457639
100x300,100,0.5,1.0,0.3,0.2,100,38720.64058176939
100x300,100,0.5,1.0,0.3,0.2,50,36728.91022053539
100x300,100,0.5,1.0,0.3,0.1,100,39443.08244302664
100x300,100,0.5,1.0,0.3,0.1,50,35924.73329966358
100x300,100,0.5,3.0,0.7,0.1,50,42154.63378347412
100x300,50,1.5,1.0,0.7,0.2,100,36322.28111012216
100x300,50,1.5,3.0,0.3,0.1,50,41242.01271450432
100x300,50,1.5,3.0,0.3,0.1,100,40732.69785141507
100x300,50,1.5,1.0,0.3,0.1,50,41181.99610763247
100x300,50,0.5,3.0,0.7,0.2,100,42478.704507438735
100x300,50,0.5,3.0,0.7,0.2,50,44954.72766008577
100x300,50,0.5,3.0,0.7,0.1,100,44333.45661693877
100x300,50,0.5,3.0,0.7,0.1,50,45478.469584818915
100x300,50,0.5,3.0,0.3,0.2,100,44695.309185856546
100x300,50,0.5,3.0,0.3,0.2,50,42565.626753455355
100x300,50,0.5,3.0,0.3,0.1,100,45051.91639874423
100x300,50,0.5,3.0,0.3,0.1,50,44276.63775238747
100x300,50,0.5,1.0,0.7,0.2,100,37274.91093239875
100x300,50,0.5,1.0,0.7,0.2,50,39248.293408567384
100x300,50,0.5,1.0,0.7,0.1,100,37603.69377426414
100x300,50,1.5,1.0,0.3,0.1,100,39494.69963353041
100x300,50,0.5,1.0,0.7,0.1,50,39850.34611042381
100x300,50,0.5,1.0,0.3,0.2,50,38492.60989823362
100x300,50,0.5,1.0,0.3,0.1,100,40536.29895759253
100x300,50,0.5,1.0,0.3,0.1,50,40359.0157778576
100x300,200,1.5,3.0,0.7,0.2,100,40304.49231017862
100x300,200,1.5,3.0,0.7,0.2,50,40792.36847207932
100x300,200,1.5,3.0,0.7,0.1,100,40473.60675056437
100x300,200,1.5,3.0,0.7,0.1,50,40164.18243933048
100x300,200,1.5,3.0,0.3,0.2,100,41408.1169957514
100x300,200,1.5,3.0,0.3,0.2,50,41330.28695200268
100x300,200,1.5,3.0,0.3,0.1,100,42705.23229395695
100x300,200,1.5,3.0,0.3,0.1,50,41661.19848955616
100x300,200,1.5,1.0,0.7,0.2,100,37065.05629001237
100x300,50,0.5,1.0,0.3,0.2,100,40668.045836593294
100x300,200,1.5,1.0,0.7,0.2,50,37252.376710977085
100x300,50,1.5,1.0,0.3,0.2,50,38801.41735732934
100x300,50,1.5,1.0,0.7,0.1,50,33234.64919633543
100x300,100,0.5,3.0,0.7,0.2,50,43084.79899378706
100x300,100,0.5,3.0,0.7,0.1,100,42609.78284258846
100x300,100,0.5,3.0,0.7,0.1,50,44506.03776149924
100x300,100,0.5,3.0,0.3,0.2,100,43807.40913083278
100x300,100,0.5,3.0,0.3,0.2,50,45661.637166339235
100x300,100,0.5,3.0,0.3,0.1,100,45003.27019026759
100x300,100,0.5,3.0,0.3,0.1,50,44876.64719852515
100x300,100,0.5,1.0,0.7,0.2,100,37419.09515355679
100x300,100,0.5,1.0,0.7,0.2,50,39334.9699590101
100x300,100,0.5,1.0,0.7,0.1,100,39314.18265568828
100x300,100,0.5,1.0,0.7,0.1,50,43711.48746488571
100x300,100,0.5,1.0,0.3,0.2,100,42536.059622859495
100x300,50,1.5,1.0,0.3,0.2,100,37850.00784908152
100x300,100,0.5,1.0,0.3,0.2,50,40359.6984181147
100x300,100,0.5,1.0,0.3,0.1,50,40587.11282853733
100x300,50,1.5,3.0,0.7,0.2,100,37885.812523198576
100x300,50,1.5,3.0,0.7,0.2,50,37248.84098241532
100x300,50,1.5,3.0,0.7,0.1,100,37526.53981022897
100x300,50,1.5,3.0,0.7,0.1,50,37835.800691964956
100x300,50,1.5,3.0,0.3,0.2,100,42831.717740531625
100x300,50,1.5,3.0,0.3,0.2,50,43697.973469994984
100x300,50,1.5,3.0,0.3,0.1,100,42690.94987291061
100x300,50,1.5,3.0,0.3,0.1,50,45263.1637622266
100x300,50,1.5,1.0,0.7,0.2,100,33179.77147933321
100x300,50,1.5,1.0,0.7,0.2,50,33857.925149971736
100x300,50,1.5,1.0,0.7,0.1,100,33302.13762007708
100x300,100,0.5,1.0,0.3,0.1,100,38908.75133713995
100x300,200,1.5,1.0,0.7,0.1,100,36593.92781198651
100x300,200,1.5,1.0,0.7,0.1,50,37194.09446821883
100x300,200,1.5,1.0,0.3,0.2,100,37584.44712639976
100x300,100,1.5,1.0,0.3,0.2,100,36570.894891518896
100x300,100,1.5,1.0,0.3,0.2,50,37347.528506220944
100x300,100,1.5,1.0,0.3,0.1,100,38257.15423666574
100x300,100,1.5,1.0,0.3,0.1,50,38057.016874607565
100x300,100,0.5,3.0,0.7,0.2,100,40762.391453910415
100x300,100,0.5,3.0,0.7,0.2,50,40482.66367838766
100x300,100,0.5,3.0,0.7,0.1,100,40073.53092222812
100x300,100,0.5,3.0,0.7,0.1,50,41131.39878804775
100x300,100,0.5,3.0,0.3,0.2,100,43075.853149938615
100x300,100,0.5,3.0,0.3,0.2,50,42653.23995313043
100x300,100,0.5,3.0,0.3,0.1,100,41108.206932143556
100x300,100,0.5,3.0,0.3,0.1,50,42254.0524234878
100x300,100,1.5,1.0,0.7,0.1,50,36425.482117446634
100x300,100,0.5,1.0,0.7,0.2,100,38085.801640311314
100x300,100,0.5,1.0,0.7,0.1,100,36996.12929685435
100x300,100,0.5,1.0,0.7,0.1,50,37177.06006440728
100x300,100,0.5,1.0,0.3,0.2,100,37883.63152591762
100x300,100,0.5,1.0,0.3,0.2,50,37749.63146141427
100x300,100,0.5,1.0,0.3,0.1,100,38295.499104422204
100x300,100,0.5,1.0,0.3,0.1,50,39175.60631523995
100x300,50,1.5,3.0,0.7,0.2,100,40350.05998401879
100x300,50,1.5,3.0,0.7,0.2,50,40830.09801467723
100x300,50,1.5,3.0,0.7,0.1,100,41062.213810475216
100x300,50,1.5,3.0,0.7,0.1,50,40108.95462015568
100x300,50,1.5,3.0,0.3,0.2,100,40630.39701123693
100x300,50,1.5,3.0,0.3,0.2,50,45232.54910068343
100x300,100,0.5,1.0,0.7,0.2,50,36414.77045825626
100x300,100,1.5,1.0,0.7,0.1,100,36366.5969924317
100x300,100,1.5,1.0,0.7,0.2,50,36958.85332389403
100x300,100,1.5,1.0,0.7,0.2,100,37635.89165006411
100x300,200,1.5,1.0,0.3,0.2,50,38807.59189763827
100x300,200,1.5,1.0,0.3,0.1,100,39032.93734547453
100x300,200,1.5,1.0,0.3,0.1,50,37279.66890062312
100x300,200,0.5,3.0,0.7,0.2,100,40454.402580882335
100x300,200,0.5,3.0,0.7,0.2,50,43779.7683077399
100x300,200,0.5,3.0,0.7,0.1,100,44899.00058190157
100x300,200,0.5,3.0,0.7,0.1,50,42289.911790209924
100x300,200,0.5,3.0,0.3,0.2,100,43343.122597156325
100x300,200,0.5,3.0,0.3,0.2,50,43522.88416528872
100x300,200,0.5,3.0,0.3,0.1,100,44631.319256506154
100x300,200,0.5,3.0,0.3,0.1,50,42117.41146276208
100x300,200,0.5,1.0,0.7,0.2,100,37970.99845269226
100x300,200,0.5,1.0,0.7,0.2,50,37452.69054387949
100x300,200,0.5,1.0,0.7,0.1,100,37033.8899431339
100x300,200,0.5,1.0,0.7,0.1,50,39242.38646873353
100x300,200,0.5,1.0,0.3,0.2,100,41797.17095064275
100x300,200,0.5,1.0,0.3,0.2,50,39013.540074201475
100x300,200,0.5,1.0,0.3,0.1,100,38646.83893572734
100x300,200,0.5,1.0,0.3,0.1,50,42258.017566569935
100x300,100,1.5,3.0,0.7,0.2,100,40178.4680711532
100x300,100,1.5,3.0,0.7,0.2,50,40498.50448562407
100x300,100,1.5,3.0,0.7,0.1,100,40359.86972881478
100x300,100,1.5,3.0,0.7,0.1,50,40254.60160405713
100x300,100,1.5,3.0,0.3,0.2,100,40630.269632219795
100x300,100,1.5,3.0,0.3,0.2,50,43823.93751085001
100x300,100,1.5,3.0,0.3,0.1,100,41263.87085743001
100x300,100,1.5,3.0,0.3,0.1,50,41252.2805763112
100x300,50,0.5,1.0,0.3,0.1,50,37492.93164462116
100x300,100,0.5,3.0,0.7,0.2,100,43337.02180262532
100x400,200,1.5,3.0,0.7,0.2,100,49558.134689057595
100x400,50,0.5,1.0,0.3,0.1,100,49925.374636957786
100x400,100,0.5,1.0,0.7,0.2,100,48022.84474290237
100x400,100,0.5,1.0,0.7,0.2,50,46803.78067354471
100x400,100,0.5,1.0,0.7,0.1,100,47405.19736424662
100x400,100,0.5,1.0,0.7,0.1,50,48291.46428757242
100x400,100,0.5,1.0,0.3,0.2,100,48366.30492618412
100x400,100,0.5,1.0,0.3,0.2,50,49427.6051770085
100x400,100,0.5,1.0,0.3,0.1,100,48626.97161155702
100x400,100,0.5,1.0,0.3,0.1,50,48385.69566634704
100x400,50,1.5,3.0,0.7,0.2,100,49433.341396329284
100x400,50,1.5,3.0,0.7,0.2,50,49926.420529246025
100x400,50,1.5,3.0,0.7,0.1,100,49327.18126301064
100x400,50,1.5,3.0,0.7,0.1,50,49414.53739648805
100x400,100,0.5,3.0,0.3,0.1,50,52843.22905573256
100x400,50,1.5,3.0,0.3,0.2,100,50883.81159945087
100x400,50,1.5,3.0,0.3,0.1,100,51517.850339094904
100x400,50,1.5,3.0,0.3,0.1,50,52804.582287456986
100x400,50,1.5,1.0,0.7,0.2,100,45275.07640140818
100x400,50,1.5,1.0,0.7,0.2,50,45544.05379026108
100x400,50,1.5,1.0,0.7,0.1,100,45407.35620972862
100x400,50,1.5,1.0,0.7,0.1,50,45721.72824278682
100x400,50,1.5,1.0,0.3,0.2,100,47308.778861432766
100x400,50,1.5,1.0,0.3,0.2,50,48294.055955282936
100x400,50,1.5,1.0,0.3,0.1,100,46190.96716837225
100x400,50,1.5,1.0,0.3,0.1,50,47534.83046169059
100x400,50,0.5,3.0,0.7,0.2,100,51008.175905349875
100x400,50,0.5,3.0,0.7,0.2,50,53793.951652497664
100x400,50,1.5,3.0,0.3,0.2,50,52576.11952340501
100x400,50,0.5,3.0,0.7,0.1,100,51699.10721560644
100x400,100,0.5,3.0,0.3,0.1,100,55312.070200131595
100x400,100,0.5,3.0,0.3,0.2,100,53756.63664938953
100x400,200,0.5,1.0,0.7,0.1,100,48223.993946307084
100x400,200,0.5,1.0,0.7,0.1,50,51466.41129565527
100x400,200,0.5,1.0,0.3,0.2,100,48401.804396142776
100x400,200,0.5,1.0,0.3,0.2,50,53149.77579001101
100x400,200,0.5,1.0,0.3,0.1,100,48939.48625317587
100x400,200,0.5,1.0,0.3,0.1,50,48673.57224473686
100x400,100,1.5,3.0,0.7,0.2,100,49286.707372238714
100x400,100,1.5,3.0,0.7,0.2,50,49364.78125964659
100x400,100,1.5,3.0,0.7,0.1,100,49650.920679522445
100x400,100,1.5,3.0,0.7,0.1,50,49956.66420741087
100x400,100,1.5,3.0,0.3,0.2,100,54780.57009906244
100x400,100,1.5,3.0,0.3,0.2,50,52920.961973662386
100x400,100,0.5,3.0,0.3,0.2,50,53744.27408098195
100x400,100,1.5,3.0,0.3,0.1,100,53537.48133962152
100x400,100,1.5,1.0,0.7,0.2,100,45950.74782359657
100x400,100,1.5,1.0,0.7,0.2,50,45540.42735809705
100x400,100,1.5,1.0,0.7,0.1,100,45412.657883619926
100x400,100,1.5,1.0,0.7,0.1,50,46532.74848801561
100x400,100,1.5,1.0,0.3,0.2,100,48494.8561258454
100x400,100,1.5,1.0,0.3,0.2,50,50523.031737210855
100x400,100,1.5,1.0,0.3,0.1,100,50514.72939403936
100x400,100,1.5,1.0,0.3,0.1,50,46997.589065264765
100x400,100,0.5,3.0,0.7,0.2,100,51636.00471402133
100x400,100,0.5,3.0,0.7,0.2,50,53663.926493946885
100x400,100,0.5,3.0,0.7,0.1,100,52078.350263286295
100x400,100,0.5,3.0,0.7,0.1,50,52796.13433436907
100x400,100,1.5,3.0,0.3,0.1,50,52110.83170621707
100x400,200,0.5,1.0,0.7,0.2,50,47882.36797629131
100x400,50,0.5,3.0,0.7,0.1,50,49978.7454694311
100x400,50,0.5,3.0,0.3,0.2,50,53822.89462809986
100x400,200,0.5,3.0,0.3,0.2,100,56100.21998572178
100x400,200,0.5,3.0,0.3,0.2,50,56726.06110672488
100x400,200,0.5,3.0,0.3,0.1,100,56005.219448152566
100x400,200,0.5,3.0,0.3,0.1,50,54865.88999025522
100x400,200,0.5,1.0,0.7,0.2,100,51773.26746593704
100x400,200,0.5,1.0,0.7,0.2,50,52510.91310768867
100x400,200,0.5,1.0,0.7,0.1,100,52630.17797820642
100x400,200,0.5,1.0,0.7,0.1,50,53022.538312565775
100x400,200,0.5,1.0,0.3,0.2,100,50689.30435272559
100x400,200,0.5,1.0,0.3,0.2,50,51130.37389351384
100x400,200,0.5,1.0,0.3,0.1,100,53209.78839709885
100x400,200,0.5,1.0,0.3,0.1,50,52998.24844057362
100x400,200,0.5,3.0,0.7,0.1,50,56311.28005556596
100x400,100,1.5,3.0,0.7,0.2,100,49228.528271389376
100x400,100,1.5,3.0,0.7,0.1,100,49310.93579295815
100x400,100,1.5,3.0,0.7,0.1,50,48721.4698310254
100x400,100,1.5,3.0,0.3,0.2,100,55313.19746657248
100x400,100,1.5,3.0,0.3,0.2,50,53241.11228738835
100x400,100,1.5,3.0,0.3,0.1,100,54222.023991552756
100x400,100,1.5,3.0,0.3,0.1,50,54306.790926934205
100x400,100,1.5,1.0,0.7,0.2,100,45395.50498841403
100x400,100,1.5,1.0,0.7,0.2,50,45157.362132079325
100x400,100,1.5,1.0,0.7,0.1,100,45118.15318885258
100x400,100,1.5,1.0,0.7,0.1,50,44659.73201137502
100x400,100,1.5,1.0,0.3,0.2,100,49897.42456701143
100x400,100,1.5,1.0,0.3,0.2,50,51254.31532689596
100x400,100,1.5,3.0,0.7,0.2,50,49099.91509139826
100x400,50,0.5,3.0,0.3,0.2,100,52382.81644126183
100x400,200,0.5,3.0,0.7,0.1,100,57437.66418491251
100x400,200,0.5,3.0,0.7,0.2,100,55890.86380495967
100x400,50,0.5,3.0,0.3,0.1,100,54103.01623470206
100x400,50,0.5,3.0,0.3,0.1,50,52597.47443395534
100x400,50,0.5,1.0,0.7,0.2,100,47589.95102697215
100x400,50,0.5,1.0,0.7,0.2,50,45966.65358658274
100x400,50,0.5,1.0,0.7,0.1,100,47162.69361549768
100x400,50,0.5,1.0,0.7,0.1,50,46301.772347310034
100x400,50,0.5,1.0,0.3,0.2,100,48921.856201003335
100x400,50,0.5,1.0,0.3,0.2,50,47851.69414054325
100x400,50,0.5,1.0,0.3,0.1,100,50568.15914020195
100x400,50,0.5,1.0,0.3,0.1,50,46882.92639505871
100x400,200,1.5,3.0,0.7,0.2,100,49109.223403646465
100x400,200,1.5,3.0,0.7,0.2,50,49549.70515340806
100x400,200,0.5,3.0,0.7,0.2,50,56726.97481440934
100x400,200,1.5,3.0,0.7,0.1,100,49298.56197847789
100x400,200,1.5,3.0,0.3,0.2,100,54725.32071027481
100x400,200,1.5,3.0,0.3,0.2,50,57595.60018826254
100x400,200,1.5,3.0,0.3,0.1,100,54810.85187077121
100x400,200,1.5,3.0,0.3,0.1,50,55825.628425094415
100x400,200,1.5,1.0,0.7,0.2,100,45356.51724852925
100x400,200,1.5,1.0,0.7,0.2,50,45424.403428616584
100x400,200,1.5,1.0,0.7,0.1,100,45528.21135500074
100x400,200,1.5,1.0,0.7,0.1,50,45273.539814189986
100x400,200,1.5,1.0,0.3,0.2,100,51012.45993629847
100x400,200,1.5,1.0,0.3,0.2,50,51504.427750323965
100x400,200,1.5,1.0,0.3,0.1,100,50529.397080794224
100x400,200,1.5,1.0,0.3,0.1,50,50168.69959889377
100x400,200,1.5,3.0,0.7,0.1,50,49098.93298459963
100x400,100,1.5,1.0,0.3,0.1,100,50024.41740523868
100x400,200,0.5,1.0,0.7,0.2,100,48315.239517034104
100x400,200,0.5,3.0,0.3,0.1,100,53930.307461456905
100x400,100,1.5,3.0,0.7,0.2,100,49866.749719677
100x400,100,1.5,3.0,0.7,0.2,50,49448.48200713963
100x400,100,1.5,3.0,0.7,0.1,100,49489.58149409946
100x400,100,1.5,3.0,0.7,0.1,50,49419.111291444075
100x400,100,1.5,3.0,0.3,0.2,100,55363.24163656192
100x400,100,1.5,3.0,0.3,0.2,50,56587.34651068146
100x400,100,1.5,3.0,0.3,0.1,100,56562.85283536102
100x400,100,1.5,3.0,0.3,0.1,50,58447.08011076425
100x400,100,1.5,1.0,0.7,0.2,100,46418.87081840086
100x400,100,1.5,1.0,0.7,0.2,50,45767.4055187132
100x400,100,1.5,1.0,0.7,0.1,100,46956.92989154877
100x400,100,1.5,1.0,0.7,0.1,50,46241.247136695136
100x400,200,0.5,1.0,0.3,0.1,50,54243.29081007126
100x400,100,1.5,1.0,0.3,0.2,100,53906.61566975877
100x400,100,1.5,1.0,0.3,0.1,100,50565.67318398483
100x400,100,1.5,1.0,0.3,0.1,50,53292.98826588383
100x400,100,0.5,3.0,0.7,0.2,100,56328.49738768736
100x400,100,0.5,3.0,0.7,0.2,50,59409.180206860416
100x400,100,0.5,3.0,0.7,0.1,100,55959.26201816928
100x400,100,0.5,3.0,0.7,0.1,50,57417.49818764905
100x400,100,0.5,3.0,0.3,0.2,100,58588.60632050395
100x400,100,0.5,3.0,0.3,0.2,50,58046.99768220002
100x400,100,0.5,3.0,0.3,0.1,100,57306.72097944257
100x400,100,0.5,3.0,0.3,0.1,50,58863.573486075016
100x400,100,0.5,1.0,0.7,0.2,100,52264.54391507271
100x400,100,0.5,1.0,0.7,0.2,50,51980.957056233965
100x400,100,1.5,1.0,0.3,0.2,50,52900.596021525715
100x400,100,0.5,1.0,0.7,0.1,100,55149.794746345964
100x400,200,0.5,1.0,0.3,0.1,100,54341.49451102443
100x400,200,0.5,1.0,0.3,0.2,100,54371.2656603915
100x400,200,1.5,3.0,0.7,0.1,100,49735.12630444809
100x400,200,1.5,3.0,0.7,0.1,50,49448.648848991914
100x400,200,1.5,3.0,0.3,0.2,100,57464.135719488484
100x400,200,1.5,3.0,0.3,0.2,50,59297.19197514663
100x400,200,1.5,3.0,0.3,0.1,100,57037.355780913334
100x400,200,1.5,3.0,0.3,0.1,50,58433.04618170571
100x400,200,1.5,1.0,0.7,0.2,100,46392.41811194335
100x400,200,1.5,1.0,0.7,0.2,50,46640.550669997036
100x400,200,1.5,1.0,0.7,0.1,100,46144.84899524795
100x400,200,1.5,1.0,0.7,0.1,50,46914.51340296056
100x400,200,1.5,1.0,0.3,0.2,100,52851.58934632481
100x400,200,1.5,1.0,0.3,0.2,50,52469.5365196786
100x400,200,0.5,1.0,0.3,0.2,50,53184.173396755534
100x400,200,1.5,1.0,0.3,0.1,100,54342.771632552845
100x400,200,0.5,3.0,0.7,0.2,100,57349.383216020135
100x400,200,0.5,3.0,0.7,0.2,50,60059.004468215775
100x400,200,0.5,3.0,0.7,0.1,100,57970.880683881165
100x400,200,0.5,3.0,0.7,0.1,50,57829.81998713172
100x400,200,0.5,3.0,0.3,0.2,100,59145.62565603085
100x400,200,0.5,3.0,0.3,0.2,50,58730.090417663654
100x400,200,0.5,3.0,0.3,0.1,100,56782.462488750316
100x400,200,0.5,3.0,0.3,0.1,50,57241.12589069626
100x400,200,0.5,1.0,0.7,0.2,100,52303.53660489832
100x400,200,0.5,1.0,0.7,0.2,50,52513.18503064648
100x400,200,0.5,1.0,0.7,0.1,100,52666.08972828663
100x400,200,0.5,1.0,0.7,0.1,50,53150.02763519351
100x400,200,1.5,1.0,0.3,0.1,50,52976.283502377206
100x400,200,0.5,3.0,0.3,0.1,50,53743.99974752277
100x400,100,0.5,1.0,0.7,0.1,50,51211.82083212519
100x400,100,0.5,1.0,0.3,0.2,50,53965.30090318123
100x400,50,0.5,1.0,0.3,0.2,100,52725.27069925893
100x400,50,0.5,1.0,0.3,0.2,50,53223.12601931862
100x400,50,0.5,1.0,0.3,0.1,100,53743.30079153206
100x400,50,0.5,1.0,0.3,0.1,50,54628.520360726434
100x400,200,1.5,3.0,0.7,0.2,100,49595.42817073716
100x400,200,1.5,3.0,0.7,0.2,50,50138.03570643137
100x400,200,1.5,3.0,0.7,0.1,100,49885.29426733423
100x400,200,1.5,3.0,0.7,0.1,50,49788.06017611812
