folder,file,count,mean,median,std_dev,min,max
TTP_instances_100_items_100,results_hillclimber_tsp_cities_100_items_100.json,1000,65.47925781702995,65.41333436965942,0.6981988867295762,63.5501492023468,68.56627225875854
TTP_instances_100_items_200,results_hillclimber_tsp_cities_100_items_200.json,1000,129.16487623286247,129.17629718780518,1.3843878690006672,124.50540089607239,133.7324995994568
TTP_instances_100_items_300,results_hillclimber_tsp_cities_100_items_300.json,1000,197.2284852540493,197.47225785255432,2.376618643300738,188.1523780822754,205.41207194328308
TTP_instances_100_items_400,results_hillclimber_tsp_cities_100_items_400.json,1000,271.0234036417007,271.39512598514557,3.5771690481295235,254.64626383781433,279.02087450027466
TTP_instances_20_items_20,results_hillclimber_tsp_cities_20_items_20.json,1000,4.337264107465744,4.340188026428223,0.05905599891128428,4.147956132888794,4.574455738067627
TTP_instances_20_items_40,results_hillclimber_tsp_cities_20_items_40.json,1000,7.232082259178162,7.238249778747559,0.12373324964232402,6.825626611709595,7.591312408447266
TTP_instances_20_items_60,results_hillclimber_tsp_cities_20_items_60.json,1000,10.346076294898987,10.34706711769104,0.19109983432851194,9.508037328720093,10.870725631713867
TTP_instances_20_items_80,results_hillclimber_tsp_cities_20_items_80.json,1000,13.70168185019493,13.727802515029907,0.2689874180073853,12.533691167831421,14.390363693237305
TTP_instances_40_items_120,results_hillclimber_tsp_cities_40_items_120.json,1000,34.915809329032896,34.936588168144226,0.44380254745203024,33.104620695114136,37.718836545944214
TTP_instances_40_items_160,results_hillclimber_tsp_cities_40_items_160.json,1000,47.19872373104096,47.25679063796997,0.6683079056074293,44.17881178855896,48.86879062652588
TTP_instances_40_items_40,results_hillclimber_tsp_cities_40_items_40.json,1000,12.74946734237671,12.754542350769043,0.1330158251178408,12.31458854675293,13.284180879592896
TTP_instances_40_items_80,results_hillclimber_tsp_cities_40_items_80.json,1000,23.525899249076843,23.55415403842926,0.2896171678711236,22.401822566986084,24.470503091812134
TTP_instances_60_items_120,results_hillclimber_tsp_cities_60_items_120.json,1000,49.34255643820762,49.35087072849274,0.5564505260021761,47.45936632156372,51.66494655609131
TTP_instances_60_items_180,results_hillclimber_tsp_cities_60_items_180.json,1000,74.4482072508335,74.50445008277893,0.9469645363726762,70.8513925075531,77.41799783706665
TTP_instances_60_items_240,results_hillclimber_tsp_cities_60_items_240.json,1000,101.30913657069206,101.39425694942474,1.3159276312403407,96.45903134346008,104.93095564842224
TTP_instances_60_items_60,results_hillclimber_tsp_cities_60_items_60.json,1000,25.6976311044693,25.693100690841675,0.22741206643723474,25.01851534843445,26.6977219581604
TTP_instances_80_items_160,results_hillclimber_tsp_cities_80_items_160.json,1000,84.36195949864387,84.42049181461334,0.9283141686981129,80.8811423778534,86.97936248779297
TTP_instances_80_items_240,results_hillclimber_tsp_cities_80_items_240.json,1000,127.8591042702198,127.90285980701447,1.4683132356438051,122.5842456817627,132.63406467437744
TTP_instances_80_items_320,results_hillclimber_tsp_cities_80_items_320.json,1000,174.6172802846432,174.5726273059845,2.1536706977339923,166.56766939163208,182.01286935806274
TTP_instances_80_items_80,results_hillclimber_tsp_cities_80_items_80.json,1000,43.23183860087395,43.254435658454895,0.34192167727412753,41.88813924789429,44.29313039779663
