folder,file,count,mean,median,std_dev,min,max
TTP_instances_100_items_100,results_SA_tsp_cities_100_items_100.json,1000,6.497661057472229,6.498931527137756,0.03941077798570785,6.347156286239624,6.641396522521973
TTP_instances_100_items_200,results_SA_tsp_cities_100_items_200.json,1000,12.784019822597504,12.78815472126007,0.09280786988423259,12.425848484039307,13.24113154411316
TTP_instances_100_items_300,results_SA_tsp_cities_100_items_300.json,1000,19.50427496576309,19.524295449256897,0.17275865067937707,18.767945528030396,19.966027975082397
TTP_instances_100_items_400,results_SA_tsp_cities_100_items_400.json,1000,26.667978520154954,26.666998505592346,0.2582448889391108,25.623658895492554,27.709156274795532
TTP_instances_20_items_20,results_SA_tsp_cities_20_items_20.json,1000,0.4420144755840302,0.4427635669708252,0.006822407958625879,0.420804500579834,0.4595308303833008
TTP_instances_20_items_40,results_SA_tsp_cities_20_items_40.json,1000,0.7351519181728363,0.7366094589233398,0.011670244278271864,0.6975085735321045,0.7648944854736328
TTP_instances_20_items_60,results_SA_tsp_cities_20_items_60.json,1000,1.0449083247184754,1.0448710918426514,0.01837807481203867,0.9718794822692871,1.0904293060302734
TTP_instances_20_items_80,results_SA_tsp_cities_20_items_80.json,1000,1.373296551465988,1.3757665157318115,0.025186157549286745,1.2629873752593994,1.4406540393829346
TTP_instances_40_items_120,results_SA_tsp_cities_40_items_120.json,1000,3.48931427359581,3.491417646408081,0.04027481089877571,3.3205225467681885,3.60746169090271
TTP_instances_40_items_160,results_SA_tsp_cities_40_items_160.json,1000,4.694702653884888,4.698852777481079,0.058889650287957764,4.41331934928894,4.8852927684783936
TTP_instances_40_items_40,results_SA_tsp_cities_40_items_40.json,1000,1.2914108545780183,1.292266845703125,0.011547945941932104,1.247518539428711,1.3259503841400146
TTP_instances_40_items_80,results_SA_tsp_cities_40_items_80.json,1000,2.351631439447403,2.3547403812408447,0.026709197253628525,2.253990650177002,2.425010919570923
TTP_instances_60_items_120,results_SA_tsp_cities_60_items_120.json,1000,4.899241127490997,4.9031959772109985,0.04347042958726949,4.745251417160034,5.043455362319946
TTP_instances_60_items_180,results_SA_tsp_cities_60_items_180.json,1000,7.375256642103195,7.380730867385864,0.07284198609690747,7.074311971664429,7.615357160568237
TTP_instances_60_items_240,results_SA_tsp_cities_60_items_240.json,1000,9.99129257440567,10.002048254013062,0.1023439964809553,9.58941650390625,10.323180198669434
TTP_instances_60_items_60,results_SA_tsp_cities_60_items_60.json,1000,2.5679981627464294,2.5672998428344727,0.019334633102731907,2.5083446502685547,2.6375792026519775
TTP_instances_80_items_160,results_SA_tsp_cities_80_items_160.json,1000,8.358032484292984,8.361912727355957,0.06405432578830136,8.096709728240967,8.6131751537323
TTP_instances_80_items_240,results_SA_tsp_cities_80_items_240.json,1000,12.66810391497612,12.672915935516357,0.11775784850088851,12.227552652359009,13.111205101013184
TTP_instances_80_items_320,results_SA_tsp_cities_80_items_320.json,1000,17.260251494169236,17.26533329486847,0.1746738071602686,16.543668746948242,17.9051775932312
TTP_instances_80_items_80,results_SA_tsp_cities_80_items_80.json,1000,4.312242259502411,4.314577698707581,0.029243896179759917,4.189768314361572,4.405963182449341
