folder,file,count,mean,median,std_dev,min,max
TTP_instances_100_items_100,results_SA_tsp_cities_100_items_100.json,1000,6.568646456956864,6.570608139038086,0.04390562866764719,6.373584032058716,6.842147350311279
TTP_instances_100_items_200,results_SA_tsp_cities_100_items_200.json,1000,12.881403611421586,12.89096200466156,0.09922400607628729,12.470198392868042,13.148876190185547
TTP_instances_100_items_300,results_SA_tsp_cities_100_items_300.json,1000,19.746467352867125,19.74387001991272,0.22584547324898763,18.821828842163086,20.360522270202637
TTP_instances_100_items_400,results_SA_tsp_cities_100_items_400.json,1000,27.12422669672966,27.133774161338806,0.34696280790274725,25.71847939491272,28.34793448448181
TTP_instances_20_items_20,results_SA_tsp_cities_20_items_20.json,1000,0.4995594871044159,0.49977076053619385,0.007261878614799162,0.47576379776000977,0.5198583602905273
TTP_instances_20_items_40,results_SA_tsp_cities_20_items_40.json,1000,0.7871565108299255,0.7886404991149902,0.012864335341507042,0.7407517433166504,0.8237314224243164
TTP_instances_20_items_60,results_SA_tsp_cities_20_items_60.json,1000,1.0950179870128631,1.0957497358322144,0.020020415164237564,1.0176517963409424,1.1471960544586182
TTP_instances_20_items_80,results_SA_tsp_cities_20_items_80.json,1000,1.4275672252178193,1.4304022789001465,0.027502535315516878,1.3097784519195557,1.5055336952209473
TTP_instances_40_items_120,results_SA_tsp_cities_40_items_120.json,1000,3.558798587560654,3.5617462396621704,0.043495711697521686,3.3835132122039795,3.7026822566986084
TTP_instances_40_items_160,results_SA_tsp_cities_40_items_160.json,1000,4.776458069801331,4.7834084033966064,0.06658188056507695,4.487498998641968,5.000913858413696
TTP_instances_40_items_40,results_SA_tsp_cities_40_items_40.json,1000,1.3432937653064727,1.3449445962905884,0.013296514481535777,1.2904078960418701,1.3771917819976807
TTP_instances_40_items_80,results_SA_tsp_cities_40_items_80.json,1000,2.409229392528534,2.412420392036438,0.029019592377581435,2.301301956176758,2.4978854656219482
TTP_instances_60_items_120,results_SA_tsp_cities_60_items_120.json,1000,4.969585067749024,4.972763776779175,0.046947170394390426,4.791421890258789,5.277004241943359
TTP_instances_60_items_180,results_SA_tsp_cities_60_items_180.json,1000,7.459019437551499,7.469086766242981,0.07914872269385499,7.117909908294678,7.654728174209595
TTP_instances_60_items_240,results_SA_tsp_cities_60_items_240.json,1000,10.101754810810089,10.113675236701965,0.11210513415195042,9.64380145072937,10.51913857460022
TTP_instances_60_items_60,results_SA_tsp_cities_60_items_60.json,1000,2.6289432208538055,2.6285226345062256,0.02194378500120469,2.5491750240325928,2.7168469429016113
TTP_instances_80_items_160,results_SA_tsp_cities_80_items_160.json,1000,8.44920753645897,8.451054692268372,0.06696312494481904,8.217712640762329,8.648206233978271
TTP_instances_80_items_240,results_SA_tsp_cities_80_items_240.json,1000,12.75826906824112,12.763568639755249,0.12184200168049789,12.264545679092407,13.172972202301025
TTP_instances_80_items_320,results_SA_tsp_cities_80_items_320.json,1000,17.499450074195863,17.503156304359436,0.2061744957376261,16.70587134361267,18.082545280456543
TTP_instances_80_items_80,results_SA_tsp_cities_80_items_80.json,1000,4.380659667730331,4.383423089981079,0.03171007288008824,4.250929594039917,4.484822034835815
