folder,file,count,mean,median,std_dev,min,max
TTP_instances_100_items_100,results_hillclimber_tsp_cities_100_items_100.json,1000,1725.5536031133788,1842.8957035788535,2284.7532980674423,-7267.4959857347,8295.22438952567
TTP_instances_100_items_200,results_hillclimber_tsp_cities_100_items_200.json,1000,12684.510738712563,12860.28135276883,2949.5172766819755,1415.8398874795566,21220.257137332235
TTP_instances_100_items_300,results_hillclimber_tsp_cities_100_items_300.json,1000,24351.290931793385,24434.618662856206,3507.3454457174143,11241.154146371544,34353.255029604516
TTP_instances_100_items_400,results_hillclimber_tsp_cities_100_items_400.json,1000,36580.72609260724,36702.53352852882,4039.964862960482,22455.287193430166,49396.14001053022
TTP_instances_20_items_20,results_hillclimber_tsp_cities_20_items_20.json,1000,681.325852847497,644.2071348493942,718.5248515645369,-836.4372634475765,3240.8144082006984
TTP_instances_20_items_40,results_hillclimber_tsp_cities_20_items_40.json,1000,2787.670277186578,2718.8399239631153,1189.0467662763592,-547.0654915317446,7413.001269132286
TTP_instances_20_items_60,results_hillclimber_tsp_cities_20_items_60.json,1000,5065.605863898335,5098.147978495948,1404.8149616056014,747.240843545311,9308.81247243131
TTP_instances_20_items_80,results_hillclimber_tsp_cities_20_items_80.json,1000,7410.140577083762,7439.923821367814,1709.4769300375535,1499.5694869075824,13467.544902977746
TTP_instances_40_items_120,results_hillclimber_tsp_cities_40_items_120.json,1000,10128.650386814394,10135.450156973104,2053.439922691915,4274.8629797175345,19622.17349529363
TTP_instances_40_items_160,results_hillclimber_tsp_cities_40_items_160.json,1000,14652.496981197726,14659.721529655806,2350.2158397761937,8029.45826340062,21894.817878297123
TTP_instances_40_items_40,results_hillclimber_tsp_cities_40_items_40.json,1000,1371.000728403119,1320.0713533225073,1151.9979115961212,-1945.7311657204446,6860.567989019632
TTP_instances_40_items_80,results_hillclimber_tsp_cities_40_items_80.json,1000,5489.819131260359,5482.559536948026,1689.4304715532037,-49.60906396992368,11596.242829051695
TTP_instances_60_items_120,results_hillclimber_tsp_cities_60_items_120.json,1000,8046.005283924509,8013.9075715605195,2115.7640937280785,2250.1687768492375,18631.875687687672
TTP_instances_60_items_180,results_hillclimber_tsp_cities_60_items_180.json,1000,14906.051169359807,14961.421322790227,2570.6503536862656,4085.1753626916925,23826.200504596236
TTP_instances_60_items_240,results_hillclimber_tsp_cities_60_items_240.json,1000,21986.251462339376,21941.74409695909,2947.25351072288,13032.413392264043,29725.398322429333
TTP_instances_60_items_60,results_hillclimber_tsp_cities_60_items_60.json,1000,1574.7055707056447,1491.1191818019934,1498.9849197914164,-3840.993240757719,6263.109528387773
TTP_instances_80_items_160,results_hillclimber_tsp_cities_80_items_160.json,1000,10441.416412947683,10367.513336062613,2640.6609403910047,2301.7354625276985,19839.489447216663
TTP_instances_80_items_240,results_hillclimber_tsp_cities_80_items_240.json,1000,19703.472455334344,19769.926379173983,3061.8011070698985,10164.090044630335,28722.277396649893
TTP_instances_80_items_320,results_hillclimber_tsp_cities_80_items_320.json,1000,29127.24708234113,29055.4667147534,3435.046616111705,18338.994161342096,40096.33479661646
TTP_instances_80_items_80,results_hillclimber_tsp_cities_80_items_80.json,1000,1648.6473118965403,1756.1853875068482,1768.6337198427268,-4289.511808060508,6589.287739806252
