folder,file,count,mean,median,std_dev,min,max
TTP_instances_100_items_100,results_SA_tsp_cities_100_items_100.json,1000,71.3111686384097,456.00709214739436,3069.378146710493,-11860.53834785751,7511.734131168374
TTP_instances_100_items_200,results_SA_tsp_cities_100_items_200.json,1000,11088.788574336659,11455.824594162987,3534.900924870187,-1980.608585647533,20471.784156738388
TTP_instances_100_items_300,results_SA_tsp_cities_100_items_300.json,1000,22859.56905041465,23029.38674062756,3937.883713569076,6329.563619250679,33337.5473646193
TTP_instances_100_items_400,results_SA_tsp_cities_100_items_400.json,1000,35226.88410411957,35324.13474964464,4313.130579671843,19398.60550738312,48992.749807300825
TTP_instances_20_items_20,results_SA_tsp_cities_20_items_20.json,1000,283.67964413892236,225.78218938340524,728.6618279944252,-1556.883319880585,2971.5365153218117
TTP_instances_20_items_40,results_SA_tsp_cities_20_items_40.json,1000,2301.407299947256,2281.6935939508357,1192.8629231174166,-874.5019784776805,7048.171055823021
TTP_instances_20_items_60,results_SA_tsp_cities_20_items_60.json,1000,4533.855109907482,4540.152864067893,1440.3138157602518,468.2057212365785,8913.350428869588
TTP_instances_20_items_80,results_SA_tsp_cities_20_items_80.json,1000,6873.95852319106,6844.754822512363,1714.8522403267982,1268.0078486047069,12915.149311615061
TTP_instances_40_items_120,results_SA_tsp_cities_40_items_120.json,1000,9271.589142136376,9340.633745004881,2164.5283547495055,819.4903590705126,18028.577371341293
TTP_instances_40_items_160,results_SA_tsp_cities_40_items_160.json,1000,13765.828599598934,13757.57226314389,2444.6255535326004,5661.558463630503,21292.907669514792
TTP_instances_40_items_40,results_SA_tsp_cities_40_items_40.json,1000,562.6407873987564,541.7008092915996,1266.7769256765935,-4371.354301176391,5932.437177961989
TTP_instances_40_items_80,results_SA_tsp_cities_40_items_80.json,1000,4616.575059235532,4635.102831180067,1837.9095131365987,-1600.8752273784357,11120.280333224055
TTP_instances_60_items_120,results_SA_tsp_cities_60_items_120.json,1000,6866.997859488209,6907.421967210478,2455.4976300633934,-1784.6451700426478,17875.72585747175
TTP_instances_60_items_180,results_SA_tsp_cities_60_items_180.json,1000,13720.662047656935,13851.669503890378,2800.9245600634486,-7.840599736180593,23300.647249606543
TTP_instances_60_items_240,results_SA_tsp_cities_60_items_240.json,1000,20880.647976555363,20846.445572889745,3110.604975277758,11309.241516831142,29219.97592830922
TTP_instances_60_items_60,results_SA_tsp_cities_60_items_60.json,1000,392.67991689372894,441.0635571382213,1885.3568030638821,-6503.664464566933,5860.200399979589
TTP_instances_80_items_160,results_SA_tsp_cities_80_items_160.json,1000,9043.219769144413,9132.594076016188,3052.9540157010174,-1823.2152856575449,18899.613044209906
TTP_instances_80_items_240,results_SA_tsp_cities_80_items_240.json,1000,18409.797107702754,18615.39641708866,3327.099904333093,7661.953916651821,27232.899887437914
TTP_instances_80_items_320,results_SA_tsp_cities_80_items_320.json,1000,27914.006011278037,27858.717957654248,3607.443627848349,15268.518566641373,38873.48347840362
TTP_instances_80_items_80,results_SA_tsp_cities_80_items_80.json,1000,99.247171714616,434.24875503912926,2423.9839646346777,-8584.78994313106,5613.2643872488525
