folder,file,count,mean,median,std_dev,min,max
TTP_instances_100_items_100,results_hillclimber_tsp_cities_100_items_100.json,1000,66.68325167822837,66.69922530651093,0.5386863070258473,64.86636114120483,68.30668044090271
TTP_instances_100_items_200,results_hillclimber_tsp_cities_100_items_200.json,1000,131.112637560606,131.21283841133118,1.287829664187868,125.61212944984436,135.04164123535156
TTP_instances_100_items_300,results_hillclimber_tsp_cities_100_items_300.json,1000,201.10497399401666,201.24845004081726,2.3103961524308354,191.40184545516968,207.94296717643738
TTP_instances_100_items_400,results_hillclimber_tsp_cities_100_items_400.json,1000,275.9456685211658,276.0553697347641,3.428653401083834,260.8853669166565,285.7300856113434
TTP_instances_20_items_20,results_hillclimber_tsp_cities_20_items_20.json,1000,4.920619334697723,4.922638893127441,0.07030963399614848,4.646039009094238,5.14009165763855
TTP_instances_20_items_40,results_hillclimber_tsp_cities_20_items_40.json,1000,7.882823148488998,7.895454287528992,0.14409169542227288,7.414568662643433,8.389081716537476
TTP_instances_20_items_60,results_hillclimber_tsp_cities_20_items_60.json,1000,11.086865656137466,11.099830746650696,0.21416815077413753,10.220449209213257,11.771421909332275
TTP_instances_20_items_80,results_hillclimber_tsp_cities_20_items_80.json,1000,14.447265777111053,14.476731300354004,0.2871814230201145,13.302654266357422,15.261006593704224
TTP_instances_40_items_120,results_hillclimber_tsp_cities_40_items_120.json,1000,36.14478300714493,36.170135855674744,0.4954037815281904,34.14686584472656,37.640663146972656
TTP_instances_40_items_160,results_hillclimber_tsp_cities_40_items_160.json,1000,48.70182854318619,48.74111831188202,0.7670587902458854,45.542330265045166,50.71773362159729
TTP_instances_40_items_40,results_hillclimber_tsp_cities_40_items_40.json,1000,13.491046867609024,13.501745700836182,0.1358128679329853,12.988010168075562,13.938764333724976
TTP_instances_40_items_80,results_hillclimber_tsp_cities_40_items_80.json,1000,24.34183282804489,24.3795245885849,0.3127769832348674,23.159404516220093,25.162031412124634
TTP_instances_60_items_120,results_hillclimber_tsp_cities_60_items_120.json,1000,50.4204357893467,50.46104443073273,0.5300504784513322,48.72249794006348,51.84630727767944
TTP_instances_60_items_180,results_hillclimber_tsp_cities_60_items_180.json,1000,76.0571421482563,76.12410175800323,0.9463949882080038,72.1958339214325,78.8622796535492
TTP_instances_60_items_240,results_hillclimber_tsp_cities_60_items_240.json,1000,103.6247574737072,103.75424659252167,1.450532727578639,97.95640349388123,109.00529456138611
TTP_instances_60_items_60,results_hillclimber_tsp_cities_60_items_60.json,1000,26.605584297418595,26.61049246788025,0.23716945216967028,25.811606884002686,27.376967191696167
TTP_instances_80_items_160,results_hillclimber_tsp_cities_80_items_160.json,1000,85.98443863415719,85.97741532325745,1.0575510327560882,82.32691311836243,88.94992113113403
TTP_instances_80_items_240,results_hillclimber_tsp_cities_80_items_240.json,1000,130.0349650232792,130.11450338363647,1.5133058726619795,124.2561571598053,134.45874047279358
TTP_instances_80_items_320,results_hillclimber_tsp_cities_80_items_320.json,1000,177.79069694066047,177.8750854730606,2.2525484643942693,167.83342504501343,183.60430574417114
TTP_instances_80_items_80,results_hillclimber_tsp_cities_80_items_80.json,1000,44.406895106315616,44.43882215023041,0.38128009949101205,42.898425579071045,45.547523021698
